(142+15j),(2229+64j),(2025+59j),(1696+54j),(1490+49j),(1362+46j),(1276+43j),(1197+40j),(1138+38j),(1094+36j),(1063+34j),(1031+32j),(1004+31j),(984+29j),(968+28j),(951+27j),(937+26j),(925+25j),(917+25j),(907+24j),(897+23j),(889+22j),(883+22j),(876+21j),(870+21j),(864+20j),(860+20j),(856+19j),(851+19j),(847+18j),(843+18j),(839+18j),(836+17j),(833+17j),(830+17j),(827+16j),(825+16j),(822+16j),(820+16j),(817+15j),(815+15j),(813+15j),(811+15j),(810+14j),(808+14j),(806+14j),(804+14j),(802+14j),(801+14j),(800+13j),(798+13j),(796+13j),(795+13j),(794+13j),(793+13j),(791+13j),(790+12j),(789+12j),(789+12j),(787+12j),(786+12j),(786+12j),(785+12j),(783+12j),(782+11j),(782+11j),(781+11j),(780+11j),(779+11j),(779+11j),(778+11j),(777+11j),(777+11j),(776+11j),(776+11j),(775+10j),(774+10j),(774+10j),(773+10j),(772+10j),(772+10j),(772+10j),(771+10j),(771+10j),(770+10j),(770+10j),(769+10j),(769+9j),(769+9j),(768+9j),(767+9j),(767+9j),(767+9j),(767+9j),(766+9j),(766+9j),(766+9j),(766+9j),(765+9j),(764+9j),(765+9j)
(142+15j),(2212+64j),(2014+58j),(1686+54j),(1478+50j),(1347+47j),(1258+44j),(1175+42j),(1113+40j),(1065+38j),(1031+36j),(997+34j),(968+33j),(946+32j),(928+31j),(909+29j),(895+29j),(881+28j),(872+27j),(860+26j),(850+25j),(841+25j),(833+24j),(825+24j),(819+23j),(812+22j),(807+22j),(802+22j),(797+21j),(792+21j),(788+20j),(784+20j),(779+20j),(776+19j),(772+19j),(769+19j),(766+18j),(763+18j),(761+18j),(757+18j),(755+17j),(753+17j),(751+17j),(748+17j),(746+17j),(744+16j),(742+16j),(740+16j),(738+16j),(736+16j),(735+15j),(733+15j),(731+15j),(731+15j),(729+15j),(727+15j),(726+14j),(724+14j),(723+14j),(721+14j),(721+14j),(719+14j),(718+14j),(717+14j),(716+14j),(715+13j),(714+13j),(713+13j),(712+13j),(711+13j),(710+13j),(709+13j),(708+13j),(707+13j),(707+13j),(706+12j),(705+12j),(704+12j),(704+12j),(703+12j),(702+12j),(702+12j),(701+12j),(701+12j),(700+12j),(699+12j),(698+12j),(698+11j),(698+11j),(697+11j),(696+11j),(696+11j),(696+11j),(695+11j),(695+11j),(695+11j),(694+11j),(694+11j),(693+11j),(693+11j),(693+11j)
(140+14j),(1656+55j),(1484+48j),(1289+43j),(1169+39j),(1095+36j),(1046+33j),(1000+31j),(966+29j),(940+27j),(922+26j),(903+25j),(885+24j),(873+23j),(863+22j),(852+21j),(842+21j),(834+20j),(829+19j),(822+19j),(814+18j),(809+18j),(804+18j),(799+17j),(794+17j),(789+17j),(787+16j),(783+16j),(779+16j),(776+15j),(773+15j),(770+15j),(767+15j),(764+14j),(762+14j),(759+14j),(757+14j),(755+14j),(752+14j),(751+13j),(749+13j),(747+13j),(745+13j),(743+13j),(741+13j),(740+13j),(738+12j),(736+12j),(735+12j),(734+12j),(732+12j),(731+12j),(729+12j),(729+12j),(727+12j),(726+11j),(724+11j),(724+11j),(723+11j),(721+11j),(720+11j),(719+11j),(719+11j),(717+11j),(716+11j),(716+11j),(715+11j),(714+10j),(714+10j),(713+10j),(712+10j),(711+10j),(710+10j),(710+10j),(709+10j),(708+10j),(708+10j),(707+10j),(707+10j),(706+10j),(706+10j),(705+10j),(704+9j),(704+9j),(704+9j),(703+9j),(702+9j),(702+9j),(702+9j),(701+9j),(701+9j),(700+9j),(700+9j),(700+9j),(699+9j),(699+9j),(699+9j),(699+9j),(698+9j),(698+9j),(697+9j)
(143+15j),(2935+67j),(2851+63j),(2367+59j),(2050+56j),(1851+53j),(1713+50j),(1580+48j),(1480+46j),(1404+44j),(1349+42j),(1295+40j),(1247+39j),(1211+37j),(1182+36j),(1152+35j),(1129+34j),(1106+33j),(1091+32j),(1072+31j),(1056+30j),(1042+29j),(1030+28j),(1018+28j),(1008+27j),(998+26j),(990+26j),(981+25j),(974+25j),(967+24j),(960+24j),(955+23j),(948+23j),(942+22j),(938+22j),(933+22j),(928+21j),(924+21j),(920+21j),(917+20j),(913+20j),(909+20j),(906+20j),(903+19j),(900+19j),(898+19j),(894+18j),(891+18j),(890+18j),(887+18j),(885+18j),(882+17j),(880+17j),(879+17j),(877+17j),(873+17j),(872+16j),(871+16j),(869+16j),(866+16j),(865+16j),(864+16j),(863+15j),(861+15j),(859+15j),(859+15j),(857+15j),(856+15j),(855+15j),(854+14j),(853+14j),(851+14j),(851+14j),(850+14j),(849+14j),(848+14j),(847+14j),(846+13j),(845+13j),(844+13j),(843+13j),(842+13j),(842+13j),(841+13j),(840+13j),(839+13j),(839+13j),(838+12j),(838+12j),(837+12j),(836+12j),(836+12j),(836+12j),(835+12j),(834+12j),(834+12j),(833+12j),(833+12j),(832+12j),(831+12j),(832+11j)
(143+15j),(2481+67j),(2275+64j),(1871+60j),(1611+57j),(1446+54j),(1332+51j),(1227+49j),(1148+46j),(1088+44j),(1044+43j),(1001+41j),(964+39j),(936+38j),(913+37j),(890+36j),(871+34j),(853+33j),(841+33j),(827+32j),(814+31j),(803+30j),(793+29j),(784+29j),(776+28j),(767+27j),(761+27j),(754+26j),(748+26j),(743+25j),(738+25j),(732+24j),(727+24j),(723+23j),(719+23j),(715+23j),(711+22j),(708+22j),(704+22j),(702+21j),(698+21j),(695+21j),(693+21j),(690+20j),(687+20j),(685+20j),(683+20j),(680+19j),(678+19j),(676+19j),(674+19j),(672+18j),(670+18j),(669+18j),(667+18j),(664+18j),(663+18j),(662+17j),(660+17j),(658+17j),(657+17j),(656+17j),(655+17j),(653+16j),(652+16j),(651+16j),(650+16j),(649+16j),(648+16j),(647+16j),(646+15j),(645+15j),(644+15j),(643+15j),(642+15j),(641+15j),(640+15j),(640+15j),(639+15j),(638+14j),(637+14j),(637+14j),(636+14j),(635+14j),(635+14j),(634+14j),(633+14j),(633+14j),(632+14j),(632+13j),(631+13j),(630+13j),(630+13j),(630+13j),(629+13j),(629+13j),(628+13j),(628+13j),(627+13j),(627+13j),(626+13j)
(143+15j),(2640+70j),(2443+67j),(1992+63j),(1699+61j),(1512+58j),(1380+56j),(1262+53j),(1171+51j),(1101+49j),(1049+48j),(1000+46j),(957+44j),(924+43j),(896+42j),(870+41j),(847+39j),(827+38j),(812+37j),(795+36j),(780+36j),(768+35j),(756+34j),(745+33j),(735+33j),(725+32j),(718+31j),(710+31j),(703+30j),(696+30j),(690+29j),(684+29j),(678+28j),(673+28j),(668+27j),(663+27j),(659+27j),(655+26j),(651+26j),(647+26j),(643+25j),(640+25j),(637+25j),(634+24j),(631+24j),(628+24j),(625+23j),(623+23j),(620+23j),(618+23j),(615+22j),(613+22j),(610+22j),(609+22j),(607+22j),(604+21j),(602+21j),(601+21j),(599+21j),(597+21j),(595+20j),(594+20j),(593+20j),(591+20j),(590+20j),(589+20j),(587+19j),(586+19j),(585+19j),(583+19j),(582+19j),(581+19j),(579+19j),(579+18j),(578+18j),(576+18j),(575+18j),(574+18j),(573+18j),(572+18j),(572+18j),(571+17j),(570+17j),(569+17j),(568+17j),(567+17j),(566+17j),(566+17j),(565+17j),(564+17j),(564+17j),(563+16j),(563+16j),(562+16j),(561+16j),(560+16j),(560+16j),(560+16j),(559+16j),(558+16j),(558+16j)
(143+15j),(2926+65j),(2839+61j),(2357+58j),(2039+55j),(1839+52j),(1700+50j),(1564+48j),(1465+45j),(1388+43j),(1334+42j),(1278+40j),(1230+39j),(1194+37j),(1164+36j),(1134+35j),(1109+34j),(1086+33j),(1071+32j),(1052+31j),(1035+30j),(1021+29j),(1009+29j),(996+28j),(986+27j),(976+27j),(968+26j),(960+26j),(952+25j),(944+24j),(938+24j),(932+24j),(926+23j),(920+23j),(916+22j),(911+22j),(906+22j),(902+21j),(898+21j),(893+20j),(890+20j),(887+20j),(884+20j),(881+19j),(877+19j),(875+19j),(872+18j),(869+18j),(867+18j),(865+18j),(862+17j),(860+17j),(858+17j),(857+17j),(855+17j),(851+16j),(850+16j),(849+16j),(848+16j),(845+16j),(844+16j),(843+16j),(841+15j),(840+15j),(838+15j),(838+15j),(836+15j),(835+15j),(834+14j),(833+14j),(832+14j),(831+14j),(830+14j),(829+14j),(828+14j),(827+14j),(826+13j),(825+13j),(825+13j),(823+13j),(823+13j),(822+13j),(821+13j),(821+13j),(820+13j),(819+12j),(819+12j),(818+12j),(818+12j),(817+12j),(816+12j),(816+12j),(816+12j),(815+12j),(814+12j),(814+12j),(813+12j),(813+11j),(812+11j),(812+11j),(812+11j)
(143+15j),(2975+67j),(2893+63j),(2402+59j),(2077+56j),(1874+53j),(1734+50j),(1600+48j),(1498+45j),(1421+43j),(1367+42j),(1311+40j),(1263+38j),(1227+37j),(1198+36j),(1168+35j),(1143+33j),(1121+32j),(1106+32j),(1088+31j),(1071+30j),(1057+29j),(1045+28j),(1034+28j),(1023+27j),(1012+26j),(1005+26j),(996+25j),(988+25j),(981+24j),(975+24j),(969+23j),(963+23j),(957+22j),(952+22j),(947+22j),(943+21j),(939+21j),(935+21j),(931+20j),(927+20j),(924+20j),(920+19j),(917+19j),(913+19j),(911+19j),(908+18j),(905+18j),(902+18j),(901+18j),(898+17j),(896+17j),(894+17j),(892+17j),(890+17j),(887+16j),(886+16j),(884+16j),(882+16j),(880+16j),(878+16j),(878+15j),(876+15j),(874+15j),(872+15j),(872+15j),(870+15j),(869+15j),(868+14j),(867+14j),(866+14j),(864+14j),(863+14j),(862+14j),(861+14j),(860+14j),(859+14j),(858+13j),(858+13j),(856+13j),(856+13j),(855+13j),(854+13j),(853+13j),(853+13j),(852+13j),(851+13j),(850+12j),(850+12j),(849+12j),(848+12j),(848+12j),(847+12j),(847+12j),(846+12j),(846+12j),(845+12j),(845+12j),(844+12j),(844+11j),(843+11j)
(143+15j),(2886+66j),(2801+61j),(2340+57j),(2035+54j),(1846+51j),(1716+48j),(1586+46j),(1491+44j),(1418+42j),(1366+40j),(1314+38j),(1268+37j),(1234+35j),(1206+34j),(1177+33j),(1154+32j),(1133+31j),(1119+30j),(1102+29j),(1085+28j),(1072+27j),(1062+27j),(1049+26j),(1040+25j),(1030+25j),(1023+24j),(1015+24j),(1007+23j),(1000+23j),(995+22j),(989+22j),(983+21j),(978+21j),(974+21j),(969+20j),(965+20j),(960+19j),(957+19j),(953+19j),(950+19j),(947+18j),(943+18j),(941+18j),(938+17j),(935+17j),(933+17j),(930+17j),(927+17j),(925+16j),(924+16j),(921+16j),(919+16j),(918+16j),(916+15j),(913+15j),(912+15j),(910+15j),(909+15j),(906+14j),(905+14j),(905+14j),(904+14j),(902+14j),(900+14j),(900+14j),(898+13j),(897+13j),(896+13j),(895+13j),(894+13j),(894+13j),(892+13j),(891+13j),(891+12j),(890+12j),(889+12j),(888+12j),(888+12j),(887+12j),(886+12j),(885+12j),(884+12j),(884+12j),(884+11j),(883+11j),(882+11j),(882+11j),(882+11j),(881+11j),(880+11j),(880+11j),(880+11j),(879+11j),(878+11j),(878+11j),(878+10j),(878+10j),(877+10j),(876+10j),(876+10j)
(143+15j),(2955+70j),(2829+68j),(2307+65j),(1960+63j),(1737+60j),(1577+59j),(1432+56j),(1321+54j),(1235+53j),(1171+51j),(1110+49j),(1057+48j),(1016+46j),(982+45j),(948+44j),(921+43j),(896+41j),(877+41j),(857+39j),(839+39j),(823+38j),(810+37j),(797+36j),(785+35j),(774+34j),(764+34j),(755+33j),(746+32j),(738+32j),(731+31j),(724+31j),(718+30j),(712+30j),(706+29j),(701+29j),(697+28j),(692+28j),(687+27j),(683+27j),(679+27j),(675+26j),(671+26j),(668+26j),(665+25j),(662+25j),(659+25j),(656+24j),(653+24j),(651+24j),(648+23j),(646+23j),(644+23j),(642+23j),(640+23j),(637+22j),(636+22j),(634+22j),(632+22j),(629+21j),(628+21j),(626+21j),(625+21j),(623+21j),(621+20j),(620+20j),(619+20j),(617+20j),(616+20j),(615+20j),(614+19j),(613+19j),(612+19j),(610+19j),(609+19j),(608+19j),(607+19j),(606+18j),(605+18j),(604+18j),(603+18j),(602+18j),(602+18j),(601+18j),(600+18j),(599+17j),(598+17j),(597+17j),(597+17j),(596+17j),(595+17j),(595+17j),(594+17j),(593+17j),(592+16j),(592+16j),(591+16j),(591+16j),(590+16j),(590+16j),(589+16j)
